path,category
sorted_images/Plastique/Emballage plastique/1691844463611-image1691844367076.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1689760414638-user.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691862218788-user.jpg,Autre déchet papier/carton
sorted_images/Mégots/Mégots/1690705556251-user.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1690112801490-image1690112807760.jpg,Métaux/Canette
sorted_images/Verre/< 10 morceaux de verre/1695211004455-image1695210993115.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Emballage plastique/1694761166432-image1694761137431.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694424953360-image1694424914940.jpg,Autre déchet papier/carton
sorted_images/Plastique/Gobelet en plastique/1696429649058-image1696429614378.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Bouteille en plastique/1698486531283-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1693558252738-image1693558198185.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1697040301825-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1694344091735-user.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1696092128104-image1696092062516.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1694205723428-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1695025135285-image1695025114535.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1697968420944-user.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1690903604853-image1690903616765.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1690451970159-image1690451988709.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1697119181492-image1697119121083.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Sac en plastique/1696777258786-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Bouteille en plastique/1690443639317-user.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Autre déchet textile/1692603205375-user.jpg,Textile/Autre déchet textile
sorted_images/Plastique/Bouteille en plastique/1698071019757-image1698071021137.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1696755192666-image1696755179296.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1689787056200-image1689787029316.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Sac en plastique/1697378793158-image1697378775842.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1697900314683-image1697900283560.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1692041760696-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1698160146087-image1698160164705.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/< 10 morceaux de verre/1697009387953-image1697009292767.jpg,Verre/< 10 morceaux de verre
sorted_images/Métaux/Canette/1697598617396-image1697598635956.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1695037344054-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697547232473-image1697547236157.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1694082328049-image1694082261764.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1694074208581-user.jpg,Verre/Bouteille en verre
sorted_images/Verre/Bouteille en verre/1691316812733-image1691316829056.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1693750757986-image1693749713888.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1694366894851-image1694366862140.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694687372721-image1694687362077.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1695831204228-image1695831157791.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1695658955401-image1695658946487.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Sac en plastique/1690732239053-image1690732267359.jpg,Plastique/Sac en plastique
sorted_images/Papier ou Carton/Emballage bonbon/1696514277874-image1696514245444.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Métaux/Canette/1690435248711-image1690435215544.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1693413542571-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1691743348991-image1691743371728.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694175882813-image1694175773371.jpg,Plastique/Emballage plastique
sorted_images/Mégots/~ 25 mégots/1691915761441-image1691915754004.jpg,Mégots/~ 25 mégots
sorted_images/Plastique/Sac en plastique/1696923017621-image1696922997044.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1690185636453-image1690185579041.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694505343696-image1694505273738.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1691137172920-image1691137178089.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Polystyrène/1692867255964-image1692867276934.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1696154488941-image1696154460053.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1696136275676-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697527925348-user.jpg,Autre déchet papier/carton
sorted_images/Mégots/Mégots/1690634940259-image1690634848117.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696693005823-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1692601533915-user.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1692037644457-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1697351518323-image1697351493790.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1692204998598-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1694933981737-image1694933333792.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1696742301608-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1695760421025-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1692173202700-image1692173216044.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694501151352-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1689771214210-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1691141703773-image1691141724129.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1697379462545-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/~ 400 mégots/1697035749330-image1697035744559.jpg,Mégots/~ 400 mégots
sorted_images/Verre/Pot en verre/1696178461156-image1696178436140.jpg,Verre/Pot en verre
sorted_images/Mégots/Mégots/1689967665006-user.jpg,Mégots/Mégots
sorted_images/Verre/< 10 morceaux de verre/1692253697196-image1692202200394.jpg,Verre/< 10 morceaux de verre
sorted_images/Papier ou Carton/Sac en papier/1690968223737-image1690968230784.jpg,Papier ou Carton/Sac en papier
sorted_images/Papier ou Carton/Carton/1695800295546-image1695800253333.jpg,Papier ou Carton/Carton
sorted_images/Verre/Bouteille en verre/1689771223064-image1689771227579.jpg,Verre/Bouteille en verre
sorted_images/Verre/> 50 morceaux de verre/1697906233753-image1697906220675.jpg,Verre/> 50 morceaux de verre
sorted_images/Plastique/Emballage plastique/1692868146071-image1692868156724.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1689673541619-image1689673559067.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Masque/1690098887363-image1690098900778.jpg,Textile/Masque
sorted_images/Plastique/Bouteille en plastique/1691917640920-image1691917649555.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouchon en plastique/1695023856234-image1695023846990.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Autre déchet métaux/1692779349885-user.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1696749750740-user.jpg,Verre/Bouteille en verre
sorted_images/Mégots/~ 25 mégots/1692647392173-image1692647364793.jpg,Mégots/~ 25 mégots
sorted_images/Papier ou Carton/Carton/1690806283937-image1690806277446.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1691490117616-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1693664953955-image1693664914562.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697292762327-image1697292742484.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1697726618331-image1697726641483.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Canette/1698414173678-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1698131347731-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1692343008864-image1692343022404.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Sac en plastique/1693116374487-image1693043127434.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1698098219921-image1698098223178.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1691148991985-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1691820609411-image1691820619095.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1689770346243-image1689770331652.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1691909767076-image1691909756992.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/+ 500 mégots/1698157968336-image1698157978257.jpg,Mégots/+ 500 mégots
sorted_images/Métaux/Conserve/1694950866197-image1694950831818.jpg,Métaux/Conserve
sorted_images/Plastique/Sac en plastique/1690014017821-image1690014021933.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1689708643286-user.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/< 10 morceaux de verre/1693116327165-image1693040777263.jpg,Verre/< 10 morceaux de verre
sorted_images/Verre/< 10 morceaux de verre/1693499101021-image1693499033109.jpg,Verre/< 10 morceaux de verre
sorted_images/Verre/< 10 morceaux de verre/1696610096994-image1696610082161.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Polystyrène/1690832168228-image1690831909170.jpg,Plastique/Polystyrène
sorted_images/Plastique/Autre déchet plastique/1695642643056-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1697444450635-image1697444402875.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1691501596693-user.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1693981460288-image1693981429375.jpg,Mégots/Mégots
sorted_images/Métaux/Autre déchet métaux/1694955715624-user.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1696254444679-image1696254365802.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1695486155720-image1695486071286.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1696344527066-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1691910361350-image1691910363776.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1697187470692-image1697187486504.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Gobelet en plastique/1690287937769-image1690287953814.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Emballage plastique/1696435853172-user.jpg,Plastique/Emballage plastique
sorted_images/Mégots/Mégots/1695211413307-image1695211416594.jpg,Mégots/Mégots
sorted_images/Verre/Pot en verre/1698245529464-image1698245550874.jpg,Verre/Pot en verre
sorted_images/Plastique/Emballage plastique/1689704243907-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694799053124-image1694799040718.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697975495667-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1693665751767-image1693665713456.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1692113731403-image1692113767031.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1694016360489-image1694016261229.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691571285038-image1691571281045.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1692521291991-image1692521308403.jpg,Plastique/Bouchon en plastique
sorted_images/Verre/> 50 morceaux de verre/1693493255829-image1693493149069.jpg,Verre/> 50 morceaux de verre
sorted_images/Verre/Bouteille en verre/1691223307321-image1691237689869.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1691171381816-image1691171410636.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1690038566058-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/+ 500 mégots/1693897890055-image1693897845541.jpg,Mégots/+ 500 mégots
sorted_images/Verre/< 10 morceaux de verre/1695570149899-image1695570140320.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1690298504981-image1690298516150.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/~ 200 mégots/1695910101690-image1695910097483.jpg,Mégots/~ 200 mégots
sorted_images/Plastique/Autre déchet plastique/1691415323025-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1690643276912-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1696775263313-image1696775243539.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Ticket/1692125370514-user.jpg,Papier ou Carton/Ticket
sorted_images/Mégots/Mégots/1697083669981-user.jpg,Mégots/Mégots
sorted_images/Verre/Bouteille en verre/1694711610072-user.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Autre déchet métaux/1690907597839-user.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1689758185898-user.jpg,Métaux/Canette
sorted_images/Mégots/~ 400 mégots/1698309426940-image1698309424443.jpg,Mégots/~ 400 mégots
sorted_images/Plastique/Emballage plastique/1690624330729-image1690624320716.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690715818696-image1690715842052.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1690986375073-user.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1696702473672-image1696702438780.jpg,Verre/Bouteille en verre
sorted_images/Mégots/~ 200 mégots/1696923313164-image1696923310608.jpg,Mégots/~ 200 mégots
sorted_images/Plastique/Bouteille en plastique/1692511035586-image1692511060161.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Récipient liquide/1695400923963-image1695400746816.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Autre déchet plastique/1691306598254-image1691306602423.jpg,Plastique/Autre déchet plastique
